קומות במבנה,שנת בנייה,תאריך עסקה,כתובת,גוש/חלקה/תת-חלקה,סוג נכס,חדרים,קומה,"מ""ר",מחיר,שכונה
13.0,1970.0,01/06/2017,הפרחים 11,11192-270-59,דירה בבית קומות,4,אחת עשרה,81.75,"1,150,000 ₪",רמת בן גוריון
6.0,1960.0,01/06/2017,אורן 17,11192-239-1,דירה בבית קומות,4,קרקע,83,"1,299,000 ₪",רמת בן גוריון
6.0,1960.0,30/05/2017,אורן 17,11192-239-20,דירה בבית קומות,3.5,שניה,77,"1,300,000 ₪",רמת בן גוריון
13.0,1960.0,22/05/2017,אורן 35,11192-319-49,דירה בבית קומות,3,תשיעית,56.6,"1,100,000 ₪",רמת בן גוריון
13.0,1960.0,01/04/2001,אורן 35,11192-319-49,דירה בבית קומות,3,תשיעית,56.6,"515,000 ₪",רמת בן גוריון
4.0,1980.0,14/05/2017,שקמה 4,11192-249-3,דירה בבית קומות,3,ראשונה,63,"870,000 ₪",רמת בן גוריון
4.0,1980.0,13/04/2017,שקמה 4,11192-249-4,דירה בבית קומות,4,ראשונה,77,"1,150,000 ₪",רמת בן גוריון
4.0,1980.0,10/12/2012,שקמה 4,11192-249-4,דירה בבית קומות,4,ראשונה,77,"750,000 ₪",רמת בן גוריון
4.0,1980.0,19/03/2012,שקמה 4,11192-249-4,דירה בבית קומות,4,ראשונה,77,"1,000,000 ₪",רמת בן גוריון
4.0,1960.0,05/04/2017,צבר 5,11192-247-14,דירה בבית קומות,3,רביעית,63,"925,000 ₪",רמת בן גוריון
13.0,1960.0,14/03/2017,אורן 35,11192-319-3,דירה בבית קומות,3,שניה,56.6,"950,000 ₪",רמת בן גוריון
13.0,1960.0,01/03/2013,אורן 35,11192-319-3,דירה בבית קומות,3,שניה,56.6,"799,000 ₪",רמת בן גוריון
15.0,1960.0,08/03/2017,הפרחים 1,11192-274-74,דירה בבית קומות,3,שלוש עשרה,51,"880,000 ₪",רמת בן גוריון
22.0,1970.0,16/02/2017,אורן 23,11192-345-72,דירה בבית קומות,3,שלוש עשרה,88.86,"500,000 ₪",רמת בן גוריון
22.0,1970.0,15/09/2005,אורן 23,11192-345-72,דירה בבית קומות,3,שלוש עשרה,88.86,"665,000 ₪",רמת בן גוריון
15.0,1960.0,06/02/2017,הפרחים 1,11192-274-62,דירה בבית קומות,3,אחת עשרה,54,"914,000 ₪",רמת בן גוריון
4.0,1980.0,01/02/2017,הצוללת דקר 19,11192-169-4,דירה בבית קומות,5,שניה שלישית,94.2,"1,600,000 ₪",רמת בן גוריון
4.0,1980.0,23/08/2000,הצוללת דקר 19,11192-169-4,דירה בבית קומות,5,שניה שלישית,94.2,"1,090,000 ₪",רמת בן גוריון
6.0,1960.0,31/01/2017,אורן 17,11192-239-5,דירה בבית קומות,3.5,שניה,70,"1,125,000 ₪",רמת בן גוריון
12.0,1970.0,28/12/2016,אורן 31,11192-317-72,דירה בבית קומות,3,שתים עשרה,62.25,"950,000 ₪",רמת בן גוריון
12.0,1970.0,10/10/2008,אורן 31,11192-317-72,דירה בבית קומות,3,שתים עשרה,62.25,"450,000 ₪",רמת בן גוריון
12.0,1970.0,23/12/2016,אורן 31,11192-317-38,דירה בבית קומות,3,שישית,62.25,"1,137,000 ₪",רמת בן גוריון
12.0,1970.0,10/11/2011,אורן 31,11192-317-38,דירה בבית קומות,3,שישית,62.25,"690,000 ₪",רמת בן גוריון
4.0,1970.0,18/12/2016,צבר 3,11192-248-17,משרד,לא ידוע,קרקע,36.5,"850,000 ₪",רמת בן גוריון
14.0,1970.0,14/12/2016,הפרחים 3,11192-273-35,דירה בבית קומות,3,שמינית,54,"1,015,000 ₪",רמת בן גוריון
14.0,1970.0,13/07/2008,הפרחים 3,11192-273-35,דירה בבית קומות,3,שמינית,54,"438,000 ₪",רמת בן גוריון
13.0,1970.0,07/12/2016,הפרחים 11,11192-270-6,דירה בבית קומות,3,שניה,57.5,"990,000 ₪",רמת בן גוריון
13.0,1970.0,03/02/2005,הפרחים 11,11192-270-6,דירה בבית קומות,3,שניה,57.5,"415,000 ₪",רמת בן גוריון
4.0,1970.0,05/12/2016,שקמה 25,11192-337-10,דירה בבית קומות,4,ראשונה,111.1,"1,420,000 ₪",רמת בן גוריון
4.0,1970.0,01/02/2004,שקמה 25,11192-337-10,דירה בבית קומות,4,ראשונה,111.1,"900,000 ₪",רמת בן גוריון
6.0,1960.0,29/11/2016,אורן 13,11192-241-18,דירה בבית קומות,3.5,שניה,77,"1,350,000 ₪",רמת בן גוריון
6.0,1960.0,10/10/2003,אורן 13,11192-241-18,דירה בבית קומות,3.5,שניה,77,"539,000 ₪",רמת בן גוריון
3.0,1970.0,28/11/2016,אורן 25,11192-334-12,חנות,לא ידוע,קרקע,27.6,"180,000 ₪",רמת בן גוריון
3.0,1970.0,19/08/2009,אורן 25,11192-334-12,חנות,לא ידוע,קרקע,27.6,"60,000 ₪",רמת בן גוריון
22.0,1970.0,22/11/2016,אורן 23,11192-345-56,דירה בבית קומות,4,עשירית,106.92,"1,450,000 ₪",רמת בן גוריון
13.0,1960.0,22/11/2016,אורן 35,11192-319-6,דירה בבית קומות,3,קרקע,58.59,"940,000 ₪",רמת בן גוריון
2.0,1981.0,20/11/2016,"זלמן שז""ר 23",11192-154-4,דירה בבית קומות,1,ראשונה,30,"436,000 ₪",רמת בן גוריון
2.0,1981.0,31/10/2016,"זלמן שז""ר 23",11192-154-3,דירה בבית קומות,4,לא ידוע,114,"1,730,000 ₪",רמת בן גוריון
14.0,1970.0,13/10/2016,הפרחים 3,11192-273-15,דירה בבית קומות,3,שלישית,53,"949,000 ₪",רמת בן גוריון
14.0,1970.0,09/10/2016,הפרחים 3,11192-273-45,דירה בבית קומות,3,שמינית,53,"890,000 ₪",רמת בן גוריון
13.0,1960.0,28/09/2016,אורן 35,11192-319-8,דירה בבית קומות,3,שניה,62.5,"952,000 ₪",רמת בן גוריון
5.0,1970.0,28/09/2016,אורן 9,11192-243-11,דירה בבית קומות,4,מקלט,77,"1,300,000 ₪",רמת בן גוריון
5.0,1970.0,22/10/2012,אורן 9,11192-243-11,דירה בבית קומות,4,מקלט,77,"1,057,000 ₪",רמת בן גוריון
5.0,1970.0,27/03/2006,אורן 9,11192-243-11,דירה בבית קומות,4,מקלט,77,"564,000 ₪",רמת בן גוריון
2.0,1983.0,25/09/2016,מרטין בובר 13,11192-178-7,דירה בבית קומות,5,קרקע ראשונה,109.1,"2,175,000 ₪",רמת בן גוריון
5.0,2001.0,25/09/2016,הצוללת דקר 14,11192-370-21,דירה בבית קומות,4,ראשונה שניה,100.5,"1,555,000 ₪",רמת בן גוריון
5.0,2001.0,27/10/2008,הצוללת דקר 14,11192-370-21,דירה בבית קומות,4,ראשונה שניה,100.5,"940,000 ₪",רמת בן גוריון
10.0,1980.0,22/09/2016,מרטין בובר 22,11192-195-15,דירה בבית קומות,5,רביעית וחמישית,95.5,"1,915,000 ₪",רמת בן גוריון
10.0,1980.0,18/09/2008,מרטין בובר 22,11192-195-15,דירה בבית קומות,5,רביעית וחמישית,95.5,"707,000 ₪",רמת בן גוריון
2.0,1980.0,07/09/2016,הצוללת דקר 17,11192-170-6,דירה בבית קומות,6,שניה שלישית,147.34,"2,075,000 ₪",רמת בן גוריון
4.0,1996.0,06/09/2016,מרטין בובר 10,11192-190-4,דירה בבית קומות,4,שלישית,104.5,"2,089,000 ₪",רמת בן גוריון
5.0,1960.0,30/08/2016,אורן 11,11192-242-9,דירה בבית קומות,4,רביעית,83,"1,350,000 ₪",רמת בן גוריון
5.0,1960.0,09/03/2015,אורן 11,11192-242-9,דירה בבית קומות,4,רביעית,83,"935,000 ₪",רמת בן גוריון
13.0,1960.0,19/08/2016,אורן 35,11192-319-11,דירה בבית קומות,3,ראשונה,58.95,"939,000 ₪",רמת בן גוריון
3.0,1994.0,15/08/2016,"זלמן שז""ר 19",11192-152-8,דירה בבית קומות,5,"שניה, שלישית, רביעית",127.84,"1,950,000 ₪",רמת בן גוריון
16.0,1970.0,07/08/2016,אורן 29,11192-316-70,דירה בבית קומות,3,ארבע עשרה,56.75,"1,070,000 ₪",רמת בן גוריון
16.0,1970.0,22/07/2016,אורן 29,11192-316-71,דירה בבית קומות,3,ארבע עשרה,62.25,"1,050,000 ₪",רמת בן גוריון
12.0,1975.0,20/07/2016,אורן 33,11192-318-0,דיור מוגן,לא ידוע,לא ידוע,2834,"56,160,000 ₪",רמת בן גוריון
2.0,1983.0,18/07/2016,מרטין בובר 13,11192-178-6,דירה בבית קומות,5,קרקע ראשונה,109,"2,110,000 ₪",רמת בן גוריון
4.0,1960.0,18/07/2016,אורן 24,11192-264-8,דירה בבית קומות,4,שניה,88.4,"1,400,000 ₪",רמת בן גוריון
13.0,1970.0,07/07/2016,הפרחים 9,11192-271-6,דירה בבית קומות,3,ראשונה,57.5,"850,000 ₪",רמת בן גוריון
7.0,1970.0,07/07/2016,אורן 46,11192-108-10,דירה בבית קומות,4,חמישית,96.6,"1,589,000 ₪",רמת בן גוריון
16.0,1970.0,25/05/2016,אורן 29,11192-316-52,דירה בבית קומות,3,אחת עשרה,56.75,"979,000 ₪",רמת בן גוריון
13.0,1970.0,24/05/2016,הפרחים 11,11192-270-37,דירה בבית קומות,3,שביעית,65.31,"965,000 ₪",רמת בן גוריון
13.0,1970.0,25/11/2007,הפרחים 11,11192-270-37,דירה בבית קומות,3,שביעית,65.31,"463,000 ₪",רמת בן גוריון
13.0,1970.0,21/10/2001,הפרחים 11,11192-270-37,דירה בבית קומות,3,שביעית,65.31,"492,000 ₪",רמת בן גוריון
7.0,1970.0,22/05/2016,הנטקה 41,11192-268-19,דירה בבית קומות,3,חמישית,83.28,"1,235,000 ₪",רמת בן גוריון
4.0,1970.0,02/05/2016,שקמה 25,11192-337-9,דירה בבית קומות,4,ראשונה,115.4,"1,220,000 ₪",רמת בן גוריון
7.0,1960.0,25/04/2016,אורן 5,11192-245-13,דירה בבית קומות,4,מקלט,77,"1,080,000 ₪",רמת בן גוריון
16.0,1970.0,19/04/2016,אורן 29,11192-316-9,דירה בבית קומות,3,שלישית,59.25,"1,050,000 ₪",רמת בן גוריון
16.0,1970.0,20/08/2009,אורן 29,11192-316-9,דירה בבית קומות,3,שלישית,59.25,"700,000 ₪",רמת בן גוריון
16.0,1970.0,15/05/1998,אורן 29,11192-316-9,דירה בבית קומות,3,שלישית,59.25,"483,000 ₪",רמת בן גוריון
4.0,1970.0,04/04/2016,צבר 3,11192-248-2,דירה בבית קומות,3,ראשונה,63,"960,000 ₪",רמת בן גוריון
4.0,1970.0,23/10/2008,צבר 3,11192-248-2,דירה בבית קומות,3,ראשונה,63,"392,000 ₪",רמת בן גוריון
13.0,1970.0,30/03/2016,הפרחים 11,11192-270-62,דירה בבית קומות,3,אחת עשרה,61.21,"965,000 ₪",רמת בן גוריון
3.0,1992.0,21/03/2016,הנטקה 17,10782-69-4,דירה בבית קומות,3,ראשונה,70.3,"1,430,000 ₪",רמת בן גוריון
3.0,1992.0,19/07/2012,הנטקה 17,10782-69-4,דירה בבית קומות,3,ראשונה,70.3,"1,160,000 ₪",רמת בן גוריון
3.0,1992.0,19/06/1998,הנטקה 17,10782-69-4,דירה בבית קומות,3,ראשונה,70.3,"825,000 ₪",רמת בן גוריון
6.0,1960.0,17/03/2016,אורן 15,11192-240-10,דירה בבית קומות,4,רביעית,83,"1,215,000 ₪",רמת בן גוריון
6.0,1960.0,30/11/2008,אורן 15,11192-240-10,דירה בבית קומות,4,רביעית,83,"520,000 ₪",רמת בן גוריון
16.0,1970.0,24/02/2016,אורן 29,11192-316-31,דירה בבית קומות,3,שביעית,59.75,"1,070,000 ₪",רמת בן גוריון
16.0,1970.0,13/10/2004,אורן 29,11192-316-31,דירה בבית קומות,3,שביעית,59.75,"557,000 ₪",רמת בן גוריון
16.0,1970.0,21/11/2001,אורן 29,11192-316-31,דירה בבית קומות,3,שביעית,59.75,"483,000 ₪",רמת בן גוריון
1.0,1982.0,23/02/2016,"זלמן שז""ר 12",11192-163-3,דירה בבית קומות,3,קרקע,72.75,"1,050,000 ₪",רמת בן גוריון
1.0,1982.0,22/02/2016,"זלמן שז""ר 12",11192-163-5,דירה בבית קומות,6,שניה ושלישית,153.72,"2,200,000 ₪",רמת בן גוריון
13.0,1970.0,26/01/2016,הפרחים 9,11192-271-45,דירה בבית קומות,3,שמינית,59.23,"921,000 ₪",רמת בן גוריון
7.0,1970.0,06/01/2016,הנטקה 41,11192-268-1,דירה בבית קומות,4,קרקע,99.23,"1,159,000 ₪",רמת בן גוריון
15.0,1960.0,05/01/2016,הפרחים 1,11192-274-59,דירה בבית קומות,3,שתים עשרה,54,"940,000 ₪",רמת בן גוריון
13.0,1970.0,30/11/2015,הפרחים 11,11192-270-7,דירה בבית קומות,3.5,שניה,65.31,"900,000 ₪",רמת בן גוריון
13.0,1970.0,12/06/1998,הפרחים 11,11192-270-7,דירה בבית קומות,3.5,שניה,65.31,"494,000 ₪",רמת בן גוריון
4.0,1980.0,26/11/2015,הצוללת דקר 8,11192-142-1,דירה בבית קומות,4,ראשונה ושניה,114.8,"2,100,000 ₪",רמת בן גוריון
22.0,1970.0,09/11/2015,אורן 23,11192-345-70,דירה בבית קומות,3,שלוש עשרה,88.86,"1,250,000 ₪",רמת בן גוריון
22.0,1970.0,26/08/2014,אורן 23,11192-345-70,דירה בבית קומות,3,שלוש עשרה,88.86,"1,060,000 ₪",רמת בן גוריון
14.0,1960.0,03/11/2015,הפרחים 5,11192-288-11,דירה בבית קומות,3,שלישית,54,"884,000 ₪",רמת בן גוריון
14.0,1960.0,28/01/2009,הפרחים 5,11192-288-11,דירה בבית קומות,3,שלישית,54,"505,000 ₪",רמת בן גוריון
14.0,1960.0,25/10/2015,הפרחים 5,11192-288-26,דירה בבית קומות,3,חמישית,54,"945,000 ₪",רמת בן גוריון
12.0,1970.0,25/10/2015,אורן 31,11192-317-78,דירה בבית קומות,4,שלוש עשרה,75,"1,450,000 ₪",רמת בן גוריון
12.0,1970.0,27/08/2008,אורן 31,11192-317-78,דירה בבית קומות,4,שלוש עשרה,75,"575,000 ₪",רמת בן גוריון
14.0,1960.0,21/10/2015,הפרחים 5,11192-288-17,דירה בבית קומות,3,רביעית,54,"810,000 ₪",רמת בן גוריון
2.0,1980.0,14/10/2015,הצוללת דקר 9,11192-174-3,דירה בבית קומות,5,ראשונה,124.99,"2,050,000 ₪",רמת בן גוריון
5.0,1960.0,11/10/2015,אורן 11,11192-242-2,דירה בבית קומות,3,קרקע,70,"1,150,000 ₪",רמת בן גוריון
5.0,1960.0,19/05/2011,אורן 11,11192-242-2,דירה בבית קומות,3,קרקע,70,"740,000 ₪",רמת בן גוריון
5.0,1960.0,15/12/1998,אורן 11,11192-242-2,דירה בבית קומות,3,קרקע,70,"301,000 ₪",רמת בן גוריון
3.0,1992.0,11/10/2015,הנטקה 17,10782-69-11,דירה בבית קומות,3,שלישית רביעית,103,"1,357,000 ₪",רמת בן גוריון
3.0,1989.0,16/08/2015,"זלמן שז""ר 17",11192-151-5,דירה בבית קומות,5,ראשונה שניה שלישית ו,189.3,"2,430,000 ₪",רמת בן גוריון
7.0,1970.0,13/08/2015,הנטקה 41,11192-268-2,דירה בבית קומות,3,קרקע,85.19,"930,000 ₪",רמת בן גוריון
7.0,1970.0,21/06/2007,הנטקה 41,11192-268-2,דירה בבית קומות,3,קרקע,85.19,"502,000 ₪",רמת בן גוריון
7.0,1970.0,04/05/1998,הנטקה 41,11192-268-2,דירה בבית קומות,3,קרקע,85.19,"512,000 ₪",רמת בן גוריון
4.0,1960.0,07/08/2015,שקמה 12,11192-251-14,דירה בבית קומות,4,רביעית,63,"845,000 ₪",רמת בן גוריון
4.0,1960.0,20/09/2006,שקמה 12,11192-251-14,דירה בבית קומות,4,רביעית,63,"477,000 ₪",רמת בן גוריון
6.0,1960.0,30/07/2015,אורן 15,11192-240-2,דירה בבית קומות,4,קרקע,83,"1,080,000 ₪",רמת בן גוריון
0.0,1980.0,30/07/2015,"זלמן שז""ר 15",11192-150-2,דירה בבית קומות,5,"קרקע,ראשונה,שניה",153.57,"2,300,000 ₪",רמת בן גוריון
1.0,1985.0,16/07/2015,"זלמן שז""ר 5",11192-145-6,דירה בבית קומות,6,שניה שלישית,167.25,"2,250,000 ₪",רמת בן גוריון
5.0,1999.0,12/07/2015,הצוללת דקר 12,11192-370-17,דירה בבית קומות,5,רביעית חמישית,113.5,"1,600,000 ₪",רמת בן גוריון
13.0,1960.0,07/07/2015,אורן 35,11192-319-45,דירה בבית קומות,3,תשיעית,56.6,"1,150,000 ₪",רמת בן גוריון
13.0,1960.0,17/12/2006,אורן 35,11192-319-45,דירה בבית קומות,3,תשיעית,56.6,"398,000 ₪",רמת בן גוריון
13.0,1960.0,05/07/2015,אורן 35,11192-319-32,דירה בבית קומות,3.5,שישית,62.5,"1,130,000 ₪",רמת בן גוריון
4.0,1970.0,30/06/2015,שקמה 27,11192-337-22,דירה בבית קומות,4,שלישית,118.5,"1,500,000 ₪",רמת בן גוריון
6.0,1960.0,25/06/2015,אורן 17,11192-239-21,דירה בבית קומות,3,שלישית,77,"1,199,000 ₪",רמת בן גוריון
4.0,1980.0,23/06/2015,שקמה 4,11192-249-7,דירה בבית קומות,3,שניה,63,"850,000 ₪",רמת בן גוריון
4.0,1960.0,22/06/2015,צבר 5,11192-247-3,דירה בבית קומות,3,ראשונה,63,"880,000 ₪",רמת בן גוריון
4.0,1980.0,22/06/2015,שקמה 4,11192-249-8,דירה בבית קומות,4,שניה,77,"1,000,000 ₪",רמת בן גוריון
4.0,1980.0,01/09/2009,שקמה 4,11192-249-8,דירה בבית קומות,4,שניה,77,"710,000 ₪",רמת בן גוריון
4.0,1980.0,23/04/2009,שקמה 4,11192-249-8,דירה בבית קומות,4,שניה,77,"460,000 ₪",רמת בן גוריון
5.0,1989.0,21/06/2015,הצוללת דקר 6,11192-184-5,דירה בבית קומות,6,חמישית שישית שביעית,189.07,"2,290,000 ₪",רמת בן גוריון
12.0,1970.0,21/06/2015,אורן 31,11192-317-7,דירה בבית קומות,3,קרקע 1,56.75,"250,000 ₪",רמת בן גוריון
4.0,1960.0,21/05/2015,צבר 9,11192-246-15,דירה בבית קומות,3,רביעית,63,"860,000 ₪",רמת בן גוריון
4.0,1960.0,27/04/2009,צבר 9,11192-246-15,דירה בבית קומות,3,רביעית,63,"470,000 ₪",רמת בן גוריון
4.0,1960.0,28/09/1998,צבר 9,11192-246-15,דירה בבית קומות,3,רביעית,63,"461,000 ₪",רמת בן גוריון
0.0,1987.0,06/05/2015,"זלמן שז""ר 29",11192-157-3,דירה בבית קומות,6,מרתף + קרקע + ראשונה,143.04,"2,320,000 ₪",רמת בן גוריון
